"Admin Answer Section","Admin Answer Section"
Answer,Answer
"Send to Customer","Send to Customer"
"Show Admin's Comment in Customer Account Only","Show Admin's Comment in Customer Account Only"
"Customer Images","Customer Images"
"Add new images","Add new images"
"A client who already purchased the product.","A client who already purchased the product."
Advantages,Advantages
like_about,like_about
Disadvantages,Disadvantages
not_like_about,not_like_about
"%1 people found this helpful; %2 found this unhelpful.","%1 people found this helpful; %2 found this unhelpful."
"Approve for All Store Views","Approve for All Store Views"
"Are you sure?","Are you sure?"
"Add your photo","Add your photo"
GDPR,GDPR
"Email Address","Email Address"
"Please agree to the Privacy Policy","Please agree to the Privacy Policy"
"Please enter review images.","Please enter review images."
"An error occurred while uploading image.","An error occurred while uploading image."
"please kindly keep in mind that it will expire in 5 days","please kindly keep in mind that it will expire in 5 days"
"Review image","Review image"
"Remove image","Remove image"
Remove,Remove
"Sorting Order","Sorting Order"
"Drag and drop sorting options in the order you want them to appear for the customers.","Drag and drop sorting options in the order you want them to appear for the customers."
"First option will be automatically considered as default.","First option will be automatically considered as default."
"Leave a review","Leave a review"
"Author: ","Author: "
"Title: ","Title: "
"Review: ","Review: "
View,View
Showing,Showing
comments,comments
"Leave your comment","Leave your comment"
Nickname*,Nickname*
Email*,Email*
Comment*,Comment*
"Talk about why you like this review, or ask a question.","Talk about why you like this review, or ask a question."
"Add Comment","Add Comment"
"Response from Store","Response from Store"
"Was this review helpful?","Was this review helpful?"
"people found this helpful","people found this helpful"
"Customer Reviews","Customer Reviews"
"Write a review","Write a review"
"Share your thoughts with other customers","Share your thoughts with other customers"
"Top customer reviews","Top customer reviews"
"%1 stars","%1 stars"
"%1 star","%1 star"
"Response from store","Response from store"
Reply,Reply
"No reviews","No reviews"
"Sort By","Sort By"
"Set Ascending Direction","Set Ascending Direction"
"Set Descending Direction","Set Descending Direction"
reviews,reviews
"More info","More info"
"of customers recommend this product","of customers recommend this product"
" star"," star"
" stars"," stars"
Previous,Previous
Next,Next
"See All Reviews","See All Reviews"
"Review Now","Review Now"
"Review by ","Review by "
"See all reviews","See all reviews"
"Email alert for new reviews","Email alert for new reviews"
"Hello,","Hello,"
"This is an automatic notification about new review(s) made. ","This is an automatic notification about new review(s) made. "
Reviews:,Reviews:
"Thank you!","Thank you!"
Hello,Hello
"You have a new comment on your product review ","You have a new comment on your product review "
"Your review:","Your review:"
Comment:,Comment:
"Best Regards","Best Regards"
Team,Team
"Do not receive similar emails","Do not receive similar emails"
"Thank you for the feedback left! We’d love to inform you that the review was approved successfully.","Thank you for the feedback left! We’d love to inform you that the review was approved successfully."
"Here is the promised coupon code: ","Here is the promised coupon code: "
"This discount coupon can be used for your next purchase with us (","This discount coupon can be used for your next purchase with us ("
"Hope to see you soon!","Hope to see you soon!"
"You have a new response on your product review","You have a new response on your product review"
"Admin answer:","Admin answer:"
"Thank you for your recent purchase with ","Thank you for your recent purchase with "
"We’d love to know your thoughts on the product(s) you've bought! So please share your unique experience with other shoppers.","We’d love to know your thoughts on the product(s) you've bought! So please share your unique experience with other shoppers."
"We really appreciate your feedback and hope to see you soon!","We really appreciate your feedback and hope to see you soon!"
"Show less","Show less"
"Amasty Advanced Review Reminder","Amasty Advanced Review Reminder"
"Amasty Advanced Review Comments","Amasty Advanced Review Comments"
"Review Comments","Review Comments"
"Advanced Reviews","Advanced Reviews"
Information,Information
"General settings","General settings"
"Enable 'Helpful' Control","Enable 'Helpful' Control"
"Set 'Yes' to allow people specify if they found the review helpful or unhelpful.","Set 'Yes' to allow people specify if they found the review helpful or unhelpful."
"Enable `I recommend this product`","Enable `I recommend this product`"
"Set 'Yes' to allow buyers check `I recommend this product` checkbox and show this recommendation in review.","Set 'Yes' to allow buyers check `I recommend this product` checkbox and show this recommendation in review."
"Enable Pros and Cons","Enable Pros and Cons"
"Set 'Yes' to allow buyers to add product advantages and disadvantages.","Set 'Yes' to allow buyers to add product advantages and disadvantages."
"Allow Admin to Comment on Review","Allow Admin to Comment on Review"
"Set ‘Yes’ to display admin’s replies only for the customer under My Product Reviews tab","Set ‘Yes’ to display admin’s replies only for the customer under My Product Reviews tab"
"Allow Guests to Submit Review","Allow Guests to Submit Review"
"Set 'No' to allow only logged in users to leave a review.","Set 'No' to allow only logged in users to leave a review."
"Show 'Email' Field for Guests","Show 'Email' Field for Guests"
"Set' Yes' to enable email field for guest to contact them later","Set' Yes' to enable email field for guest to contact them later"
"Enabled GDPR Consent","Enabled GDPR Consent"
"Сonsent Text","Сonsent Text"
"Enable Sorting By","Enable Sorting By"
"Press CTRL+mouse to select multiple values.","Press CTRL+mouse to select multiple values."
"Enable Filtering By","Enable Filtering By"
"Reviews per Page","Reviews per Page"
Images,Images
"Allow Users to Upload Images","Allow Users to Upload Images"
"Image Field is Required","Image Field is Required"
"Review Image Width","Review Image Width"
"Images to Show","Images to Show"
"If image number exceeds this limit, a line of images turns into a slider. Mobile version has slider enabled by default. Set to 0 disable slider on both mobile and desktop.","If image number exceeds this limit, a line of images turns into a slider. Mobile version has slider enabled by default. Set to 0 disable slider on both mobile and desktop."
"Review Commenting","Review Commenting"
Enable,Enable
"Set 'Yes' to allow your customers comment on already approved reviews.","Set 'Yes' to allow your customers comment on already approved reviews."
"Allow Guests to Comment on Review","Allow Guests to Comment on Review"
"Set 'No' to allow only logged in users to leave a comment.","Set 'No' to allow only logged in users to leave a comment."
"Automatically Approve Comments","Automatically Approve Comments"
"Set 'No' to approve each comment manually from admin panel.","Set 'No' to approve each comment manually from admin panel."
"Email Sender","Email Sender"
"Email Template","Email Template"
"Notify Customer about Admin Reply","Notify Customer about Admin Reply"
"Enable Review Reminder","Enable Review Reminder"
"Order Status","Order Status"
"Please specify the Order Status for Review Reminder to be sent after. It will work based on Order Creation Date If the Order Status is not specified.","Please specify the Order Status for Review Reminder to be sent after. It will work based on Order Creation Date If the Order Status is not specified."
"Disable for Customer Group","Disable for Customer Group"
"Customers from selected Customer Groups won’t receive the reminder.","Customers from selected Customer Groups won’t receive the reminder."
"Send Reminders","Send Reminders"
"Admin is able to send Reminder Emails manually from Review Reminder grid without limit","Admin is able to send Reminder Emails manually from Review Reminder grid without limit"
"Send Reminder Email after, Day(s)","Send Reminder Email after, Day(s)"
"Test Email","Test Email"
"Discount Coupons","Discount Coupons"
Enabled,Enabled
"Publish Review to Activate Coupon","Publish Review to Activate Coupon"
"Allow to use coupon code only after review is published and approved.","Allow to use coupon code only after review is published and approved."
"Discount Type","Discount Type"
"Discount Amount","Discount Amount"
"Expire Coupon in (days)","Expire Coupon in (days)"
"Note: if set to 0, coupon can be used only ‘today’ (i.e., the day of coupon receipt).","Note: if set to 0, coupon can be used only ‘today’ (i.e., the day of coupon receipt)."
"Coupon Uses","Coupon Uses"
"Note: if set to 0, the coupon can be used unlimited amount of times.","Note: if set to 0, the coupon can be used unlimited amount of times."
"Uses per Customer","Uses per Customer"
"Usage limit enforced for logged in customers only.","Usage limit enforced for logged in customers only."
"Apply for Customer Group Only","Apply for Customer Group Only"
"The setting covers only coupon application. Generated coupon will be sent to all customer groups, but only chosen customer groups will be able to apply it. Please kindly keep that in mind and modify the email template in accordance to the setting configuration to avoid customers' confusion.","The setting covers only coupon application. Generated coupon will be sent to all customer groups, but only chosen customer groups will be able to apply it. Please kindly keep that in mind and modify the email template in accordance to the setting configuration to avoid customers' confusion."
"Min Order Amount","Min Order Amount"
"Admin Notifications","Admin Notifications"
"Send Email Reports for New Reviews","Send Email Reports for New Reviews"
"Email Template to Notify Admin","Email Template to Notify Admin"
"Admin Email Address","Admin Email Address"
"Comma separated Emails, no spaces.","Comma separated Emails, no spaces."
"Amasty Advanced Reviews: Product Reviews","Amasty Advanced Reviews: Product Reviews"
"Powered by Amasty Advanced Reviews extension.","Powered by Amasty Advanced Reviews extension."
Header,Header
"Display Page Control","Display Page Control"
"Number of Products per Page","Number of Products per Page"
"Number of Reviews to Show","Number of Reviews to Show"
"The number of reviews is set to 10 by default.","The number of reviews is set to 10 by default."
"Reviews from Current Category Only","Reviews from Current Category Only"
"Use on Categories.","Use on Categories."
"Reviews of Products which belong to the Same Categories Only","Reviews of Products which belong to the Same Categories Only"
"Use on Products.","Use on Products."
"Reviews Type","Reviews Type"
"Do not Display Reviews with Average Rating less than","Do not Display Reviews with Average Rating less than"
"Enable Slider","Enable Slider"
Template,Template
"Amasty Advanced Reviews: Product's Review Summary","Amasty Advanced Reviews: Product's Review Summary"
Product,Product
"Select Product...","Select Product..."
"Leave empty to show all product’s reviews.","Leave empty to show all product’s reviews."
"Show Reviews as","Show Reviews as"
List,List
Slider,Slider
"Number of Reviews per Page","Number of Reviews per Page"
Comment,Comment
Back,Back
General,General
Name,Name
E-Mail,E-Mail
Status,Status
Approve,Approve
"Are you sure you want to approve?","Are you sure you want to approve?"
Inactivate,Inactivate
ID,ID
Review,Review
Nickname,Nickname
Email,Email
"Created At","Created At"
"Updated At","Updated At"
Disapprove,Disapprove
Edit,Edit
"Delete items","Delete items"
"Are you sure you wan't to delete selected items?","Are you sure you wan't to delete selected items?"
Cancel,Cancel
"Cancel items","Cancel items"
"Are you sure you wan't to cancel selected items?","Are you sure you wan't to cancel selected items?"
Send,Send
"Send Emails","Send Emails"
"Are you sure you wan't to Send selected items?","Are you sure you wan't to Send selected items?"
"Send Test Email","Send Test Email"
"Send Test Emails","Send Test Emails"
"Order #","Order #"
"Product Names","Product Names"
"Store View","Store View"
"Date Created","Date Created"
"Date of Sending","Date of Sending"
